show_id	type	title	director	cast	country	date_added	release_year	rating	duration	listed_in	description
s377	TV Show	Possessed		Song Sae-byeok, Go Joon-hee, Youn Jung-hoon, Jo Han-sun, Lee Won-jong, Park Gene-woo, Kwon Hyuk-hyun, Park Sang-min	South Korea	April 4, 2019	2019	TV-MA	1 Season	Crime TV Shows, International TV Shows, Korean TV Shows	A reluctant clairvoyant joins forces with a brusque police detective hiding a soft heart to help him solve criminal cases using her psychic abilities.
s378	Movie	Silent	Limbert Fabian, Brandon Oldenburg		United States	June 4, 2019	2014	TV-Y	3 min	Children & Family Movies, Sci-Fi & Fantasy	"Silent" is an animated short film created by Academy AwardÂ® winning Moonbot Studios. It celebrates how storytellers, inventors, and technology work together to create cinema magic.
s379	Movie	Out of my league	Alice Filippi	Ludovica Francesconi, Giuseppe Maggio, Gaja Masciale, Jozef Gjura, Eleonora Gaggero, Franco Ravera, Elisabetta Coraini, Michele Franco, Edoardo Rossi		August 18, 2021	2020	TV-MA	92 min	Comedies, Dramas, International Movies	Tired of swiping through the dating scene with her besties in tow, a charming yet awkward woman with a rare genetic disorder sets her sights on love.
s380	Movie	Soy Rada: Serendipity	Pablo Faro	AgustÃ­n AristarÃ¡n	Argentina	May 27, 2021	2021	TV-MA	70 min	Stand-Up Comedy	The delightful Argentine comic AgustÃ­n AristarÃ¡n (aka Soy Rada) is back, this time putting the spotlight on family and parenting, magic and music.
s381	Movie	Seventh Son	Sergei Bodrov	Jeff Bridges, Ben Barnes, Julianne Moore, Alicia Vikander, Antje Traue, Olivia Williams, John DeSantis, Kit Harington, Djimon Hounsou, Gerard Plunkett, Jason Scott Lee	United States, United Kingdom, Canada, China	August 16, 2020	2014	PG-13	102 min	Action & Adventure, Sci-Fi & Fantasy	In the 18th century, apprentice exorcist Tom Ward is the lynchpin in a battle between good and evil when imprisoned witch Mother Malkin escapes.
s382	TV Show	Magi: The Labyrinth of Magic		Kaori Ishihara, Yuki Kaji, Haruka Tomatsu, Daisuke Ono, Ryohei Kimura, Yoshimasa Hosoya, Takahiro Sakurai, Showtaro Morikubo, Yui Horie, Tomokazu Sugita	Japan	June 21, 2019	2013	TV-MA	2 Seasons	Anime Series, International TV Shows	A land of mysterious ruins and a magical treasure hunt await young Aladdin and his courageous friend Alibaba for the adventure of their lives.
s383	Movie	The Last Boy Scout	Tony Scott	Bruce Willis, Damon Wayans, Chelsea Field, Noble Willingham, Taylor Negron, Danielle Harris, Halle Berry, Bruce McGill	United States	August 1, 2021	1991	R	105 min	Action & Adventure, Comedies	Private eye Joe Hallenbeck is forced to team up with a disgraced quarterback to uncover a conspiracy by a politician and a football team owner.
s384	Movie	XXx	Rob Cohen	Vin Diesel, Asia Argento, Marton Csokas, Samuel L. Jackson, Danny Trejo, Michael Roof, Tom Everett, Richy MÃ¼ller, William Hope, Werner Daehn	United States	January 1, 2019	2002	PG-13	124 min	Action & Adventure, Sports Movies	A notorious underground rush-seeker deemed untouchable by the law is coerced into cooperating with the government to infiltrate a Russian crime ring.
s385	TV Show	God Eater		Ryuichi Kijima, Hiroaki Hirata, Kazuya Nakai, Sayaka Ohara, Daisuke Sakaguchi, Maaya Sakamoto	Japan	July 15, 2019	2015	TV-14	1 Season	Anime Series, International TV Shows	An enemy immune to conventional arms has caused the collapse of civilization and humanity's only hope lies in a new living weapon: the God Arc.
s386	Movie	The Original Kings of Comedy	Spike Lee	Steve Harvey, D.L. Hughley, Cedric the Entertainer, Bernie Mac	United States	August 1, 2021	2000	R	111 min	Stand-Up Comedy	Comedians Steve Harvey, Cedric the Entertainer, D.L. Hughley and Bernie Mac hit the stage in an iconic stand-up concert directed by Spike Lee.
s387	Movie	12 ROUND GUN	Sam Upton	Sam Upton, Jared Abrahamson, Mark Boone Junior, Laila Ali, Kate Vernon, Cassi Thomson, Colby French, Miguel Perez, Jay Acovone	United States	March 14, 2019	2017	TV-MA	90 min	Dramas, Independent Movies, Sports Movies	Dealing with personal demons and the death of his son, a prizefighter attempts a return to the ring by challenging his rival to a 12-round rematch.
s388	Movie	What Dreams May Come	Vincent Ward	Robin Williams, Cuba Gooding Jr., Annabella Sciorra, Max von Sydow, Jessica Brooks Grant, Josh Paddock, Rosalind Chao, Lucinda Jenney, Maggie McCarthy, Wilma Bonet, Matt Salinger, Carin Sprague, June Carryl, Paul P. Card IV, Werner Herzog	United States, New Zealand	July 1, 2021	1998	PG-13	114 min	Dramas, Romantic Movies, Sci-Fi & Fantasy	A physician finds himself in heaven after an accident, inhabiting the landscape of his wife's paintings while seeking to rescue her from the underworld.
s389	Movie	WWII: Report from the Aleutians	John Huston		United States	March 31, 2017	1943	TV-PG	45 min	Documentaries	Filmmaker John Huston narrates this Oscar-nominated World War II-era film about life among the U.S. soldiers protecting Alaskaâ€™s Aleutian Islands.
s390	Movie	Rumor Has It	Rob Reiner	Jennifer Aniston, Kevin Costner, Shirley MacLaine, Mark Ruffalo, Richard Jenkins, Christopher McDonald, Steve Sandvoss, Mena Suvari, Mike Vogel	United States, Germany, Australia	August 1, 2019	2005	PG-13	97 min	Comedies, Romantic Movies	When Sarah travels to California for her sister's wedding, she hears a rumor that her family was the real-life inspiration for "The Graduate."
s391	TV Show	Cleverman		Hunter Page-Lochard, Rob Collins, Deborah Mailman, Ryan Corr, Stef Dawson, Iain Glen, Frances O'Connor, Tasma Walton, Tony Briggs	Australia, New Zealand, United States	September 5, 2020	2017	TV-MA	1 Season	TV Dramas, TV Sci-Fi & Fantasy, TV Thrillers	In the near future, physically powerful beings known as "Hairies" struggle to survive in a segregated society dominated by hostile humans.
s392	TV Show	Jamtara - Sabka Number Ayega	Soumendra Padhi	Amit Sial, Dibyendu Bhattacharya, Aksha Pardhasany, Sparsh Shrivastava, Monika Panwar, Anshumaan Pushkar	India	January 10, 2020	2020	TV-MA	1 Season	Crime TV Shows, International TV Shows, TV Dramas	A group of small-town young men run a lucrative phishing operation, until a corrupt politician wants in on their scheme â€“ and a cop wants to fight it.
s393	TV Show	Free Rein		Jaylen Barron, Manpreet Bambra, Celine Buckens, Freddy Carter, Caroline Ford, Natalie Gumede, Bruce Herbelin-Earle, Noah Huntley, Kerry Ingram, Paul Luebke, Geoffrey McGivern, Navia Ziraili Robinson, Milo Twomey, Carla Woodcock	United States	July 6, 2019	2019	TV-G	3 Seasons	British TV Shows, Kids' TV, TV Dramas	A 15-year-old from LA spends the summer at her mom's childhood home on an island off the coast of England, where she bonds with a mysterious horse.
s394	Movie	Shattered Memories	Chris Sivertson	Elizabeth Bogush, Brad Schmidt, Sarah Lind, Eddie Kaye Thomas, Phillip Boyd, Victoria Barabas, Mark Famiglietti, Walker Borba, Meg DeLacy	United States	October 23, 2020	2018	TV-14	86 min	Dramas, Thrillers	When her former lover's mysteriously murdered, a woman must clear her name â€“ and avoid the killer.
s395	Movie	Black Holes | The Edge of All We Know	Peter Galison			June 2, 2021	2021	TV-14	99 min	Documentaries	Follow scientists on their quest to understand and capture the first image of a black hole while exploring the limits of our knowledge of the universe.
s396	TV Show	Tobot Galaxy Detectives		Austin Abell, Travis Turner, Cole Howard, Anna Cummer, Jesse Inocalla, Brian Dobson, Michael Adamthwaite, Joseph Girgis, Caitlyn Bairstow		September 7, 2021	2019	TV-Y7	2 Seasons	Kids' TV	An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil.
s397	TV Show	My Holo Love		Yoon Hyun-min, Ko Sung-hee, Choi Yeo-jin, Chansung, Lee Ki-chan, Kim Soo-jin, Kang Seung-hyeon, Jeong Do-won, Kim Hak-seon		February 7, 2020	2020	TV-14	1 Season	International TV Shows, Korean TV Shows, Romantic TV Shows	Unexpected love finds a lonely woman when she forms a connection with a humanlike hologram who looks exactly like his prickly creator.
s398	Movie	The Breadwinner	Nora Twomey	Saara Chaudry, Soma Chhaya, Ali Badshah, Soma Bhatia, Shaista Latif, Laara Sadiq, Kawa Ada, Noorin Gulamgaus	Ireland, Canada, Luxembourg, United States, United Kingdom, Philippines, India	February 20, 2018	2017	PG-13	93 min	Children & Family Movies, Dramas, International Movies	A courageous 11-year-old Afghan girl disguises herself as a boy and takes on odd jobs to provide for her family when her father is arrested.
s399	Movie	Birthmarked	Emanuel Hoss-Desmarais	Toni Collette, Matthew Goode, Andreas Apergis, Michael Smiley, Fionnula Flanagan, Suzanne ClÃ©ment, Jordan Poole, Megan O'Kelly, Anton Gillis-Adelman, Tyrone Benskin, Vincent Hoss-Desmarais	Canada	June 28, 2018	2018	TV-MA	88 min	Comedies, Independent Movies, International Movies	In an attempt to settle the "nature vs. nurture" debate, a scientist couple raises three children to live lives that defy their genetic dispositions.
s400	Movie	Jungle Beat: The Movie	Brent Dawes	Ed Kear, David Menkin, Ina Marie Smith, John Guerrasio, David Rintoul, Gavin Peter, Lucy Montgomery, Florrie Wilkinson, Adam Neill, Jason Pennycooke	Mauritius	May 14, 2021	2021	TV-Y7	90 min	Children & Family Movies, Comedies	When a lost and lonely alien crash-lands on Earth, his new crew of talking animal friends helps him get back home â€” and try to save the world!
s401	Movie	A Private War	Matthew Heineman	Rosamund Pike, Jamie Dornan, Tom Hollander, Stanley Tucci, Nikki Amuka-Bird, Faye Marsay, Greg Wise, Corey Johnson, Raad Rawi, Jesuthasan Antonythasan	United Kingdom, United States	June 5, 2021	2018	R	110 min	Dramas, Independent Movies	In this biopic, war correspondent Marie Colvin risks it all to bring back the truth from the frontlines, despite the toll it takes on her own life.
s402	Movie	Sadie's Last Days on Earth	Michael Seater	Morgan Taylor Campbell, Clark Backo, Ricardo Hoyos, Munro Chambers, Paula Brancati, Helene Joy, Peter Keleghan, George Stroumboulopoulos, John Ralston, Emilia McCarthy	Canada	August 22, 2017	2016	TV-14	94 min	Comedies, Sci-Fi & Fantasy	High schooler Sadie Mitchell believes the world is about to end â€“ literally. Before it does, she sets out to kiss a boy and win back her best friend.
s403	TV Show	Paava Kadhaigal	Sudha Kongara, Vignesh Shivan, Gautham Vasudev Menon, Vetri Maaran	Kalidas Jayaram, Shanthnu Bhagyaraj, Bhavani Sre, Kalki Koechlin, Anjali, Padam Kumar, Prakash Raj, Sai Pallavi, Hari, Gautham Vasudev Menon, Simran	India	December 18, 2020	2020	TV-MA	1 Season	International TV Shows, TV Dramas	At times dark, at times disturbing, four short films explore stories of those who dare to dream and desire â€” and those determined to stand in their way.
s404	Movie	The Edge of Democracy	Petra Costa		Brazil	June 19, 2019	2019	TV-14	122 min	Documentaries, International Movies	Political documentary and personal memoir collide in this exploration into the complex truth behind the unraveling of two Brazilian presidencies.
s405	TV Show	Club of Crows		Luis Gerardo MÃ©ndez, Mariana TreviÃ±o, Stephanie Cayo, Daniel GimÃ©nez Cacho, Alosian Vivancos, Antonio de la Vega, Ianis Guerrero, Juan Pablo de Santiago, JoaquÃ­n Ferreira, Said Sandoval, AndrÃ©s Pardave, SofÃ­a NiÃ±o de Rivera, Eileen YaÃ±ez, Gutemberg Brito, Claudia Vega, VerÃ³nica TerÃ¡n, JesÃºs Zavala, Gustavo Ganem, Ricardo Polanco, Emilio Guerrero, Luis RÃ¡bago, Guillermo Dorantes, Richie Mestre, SofÃ­a Sisniega, Aldo Escalante, Juan Luis Orendain, Marcela Ãlvarez	Mexico	January 25, 2019	2019	TV-MA	4 Seasons	International TV Shows, Spanish-Language TV Shows, TV Comedies	A brother and sister battle high expectations and each other after inheriting a soccer team. A series from the creators of â€œNosotros los Nobles.â€
s406	TV Show	Ex-Boyfriend		Tony Yang, Nana Lee, Jerry Huang, Liao Yi Chiao	China	January 1, 2017	2011	TV-14	1 Season	International TV Shows, Romantic TV Shows, TV Comedies	Still haunted by the traumatic event that ended her high school romance, a young professional gets a new subordinate: her former sweetheart.
s407	Movie	Aakhri Adaalat	Rajiv Mehra	Vinod Khanna, Dimple Kapadia, Jackie Shroff, Sonam, Vinod Mehra, Shafi Inamdar, Gulshan Grover, Roopesh Kumar	India	September 1, 2017	1988	TV-14	148 min	Action & Adventure, International Movies	An intrepid police inspector forced into a desk job must take matters into his own hands when ruthless criminals are released on a technicality.
s408	TV Show	Good Girls		Christina Hendricks, Retta, Mae Whitman, Matthew Lillard, Reno Wilson, Manny Montana, Lidya Jewett, Izzy Stannard, David Hornsby, Zach Gilford	United States	February 16, 2021	2020	TV-MA	3 Seasons	Crime TV Shows, TV Comedies, TV Dramas	Three suburban moms orchestrate a local grocery store heist to escape financial ruin and establish independence â€“ together.
s409	Movie	Guillermo Vilas: Settling the Score	MatÃ­as Gueilburt		Argentina	October 27, 2020	2020	TV-14	95 min	Documentaries, International Movies, Sports Movies	An Argentine journalist strives to prove that his countryman, tennis star Guillermo Vilas, was wrongly denied the No. 1 world ranking in the 1970s.
s410	Movie	Candyflip	Shanawaz Nellikunnil	Prashant Prakash, Kalki Koechlin, Prakash Raj, Gulshan Devaiah, Valeriya Polyanychko	India	February 15, 2019	2017	TV-MA	104 min	Dramas, Independent Movies, International Movies	On the incandescent shores of Goa, a young man tumbles down a mind-bending â€“ and soon dangerous â€“ series of trips after taking hallucinatory drugs.
s411	Movie	Monty Python: Live at Aspen		Robert Klein, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Graham Chapman, Eddie Izzard	United States	October 2, 2018	1998	TV-MA	58 min	Comedies, Documentaries	The members of Monty Python reunite on stage to talk about making their iconic show that changed sketch comedy forever.
s412	Movie	Barbie Dolphin Magic	Conrad Helten	Erica Lindbeck, Shannon Chan-Kent, Kazumi Evans, Claire Corlett, Ciana Swales, Adrian Petriw, Maryke Hendrikse, Paul Dobson, Garry Chalk	United States, Canada	September 18, 2017	2017	TV-Y	64 min	Children & Family Movies	While visiting Ken and exploring a coral reef, Barbie and her sisters make an amazing discovery and meet a mysterious new friend.
s413	Movie	Blue Valentine	Derek Cianfrance	Ryan Gosling, Michelle Williams, Faith Wladyka, John Doman, Mike Vogel, Ben Shenkman, Jen Jones, Maryann Plunkett, Marshall Johnson, James Benatti, Barbara Troy, Carey Westbrook, Enid Graham	United States	July 5, 2018	2010	R	112 min	Dramas, Independent Movies, Romantic Movies	As Cindy and Dean muddle through their languishing marriage, they hearken back to the golden days when life was filled with possibility and romance.
s414	TV Show	The Bonfire of Destiny		Audrey Fleurot, Julie de Bona, Camille Lou, Gilbert Melki, Josiane Balasko, Antoine DulÃ©ry, Florence Pernel, ThÃ©o Fernandez, Victor Meutelet, FranÃ§ois-David Cardonnel, StÃ©phane Guillon, AurÃ©lien Wiik, Gilles Cohen	France	December 26, 2019	2019	TV-MA	1 Season	International TV Shows, TV Dramas	After a devastating fire in 1897 Paris, three women find their lives upended by betrayals, deceptions and romantic turmoil. Inspired by real events.
s415	Movie	Jeff Dunham: Arguing with Myself	Manny Rodriguez	Jeff Dunham	United States	March 15, 2019	2006	TV-MA	69 min	Stand-Up Comedy	Playing straight man to partners half his size, ventriloquist Jeff Dunham â€“ one of America's funniest comics â€“ slays audiences across the country.
s416	Movie	Dil Vil Pyaar Vyaar	Manjeet Maan	Gurdas Maan, Neeru Bajwa, Jassi Gill, Rajiv Thakur, Khushdeed Maan, Manav Vij, Raj Jhinger, Shruti Sodhi, Meher Vij	India	October 1, 2018	2014	TV-PG	145 min	International Movies, Music & Musicals, Romantic Movies	Agam Singh's brothers mean everything to him, so while he promises not to marry, he tries to get them to marry â€“ but they want him to marry first.
s417	Movie	Sanju	Rajkumar Hirani	Ranbir Kapoor, Vicky Kaushal, Paresh Rawal, Sonam Kapoor, Dia Mirza, Jim Sarbh, Anushka Sharma, Manisha Koirala, Boman Irani	India	October 15, 2018	2018	TV-MA	159 min	Dramas, International Movies	From the depths of addiction to the heights of stardom to underworld entanglements, this biopic traces the checkered past of Indian actor Sanjay Dutt.
s418	Movie	ChaarÂ Sahibzaade	Harry Baweja	Om Puri	India	November 1, 2018	2014	TV-PG	126 min	Dramas, Faith & Spirituality, International Movies	With a horde of enemy invaders bearing down, four sons of an illustrious Sikh guru lead a tiny but valiant army into a desperate fight for freedom.
s419	Movie	Eyyvah Eyyvah 2	Hakan AlgÃ¼l	Demet AkbaÄŸ, Ata Demirer, Ã–zge Borak, Salih Kalyon, Tanju Tuncel, Meray Ãœlgen, Bican GÃ¼nalan, TarÄ±k ÃœnlÃ¼oÄŸlu, AyÅŸenil ÅžamlÄ±oÄŸlu	Turkey	March 10, 2017	2011	TV-PG	106 min	Comedies, International Movies, Romantic Movies	HÃ¼seyin has found his father, and now has one more mission â€“ to get together with the girl of his dreams, with a little help from his new friend.
s420	TV Show	Fullmetal Alchemist: Brotherhood	Yasuhiro Irie	Romi Park, Rie Kugimiya, Megumi Takamoto, Shinichiro Miki, Fumiko Orikasa, Kenji Utsumi, Keiji Fujiwara, Yuji Ueda, Biichi Sato, Tetsuya Kakihara, Kenji Hamada, Kaori Nazuka, Hidekatsu Shibata, Kenta Miyake, Kikuko Inoue, Tetsu Shiratori, Minami Takayama, Hiroyuki Yoshino, Yoko Soumi, Kazuya Nakai, Ryuzaburo Otomo	Japan	January 1, 2018	2010	TV-14	5 Seasons	Anime Series, International TV Shows	After both suffer physical damage â€“ brothers Edward and Alphonse battle nefarious forces to try to reclaim their bodies in this supernatural anime.
s421	Movie	David Batra: Elefanten i rummet	David Batra, Jon Rudberg	David Batra	Sweden	April 1, 2020	2020	TV-MA	77 min	Stand-Up Comedy	Swedish comedian David Batra gets personal as he playfully details the perks and pitfalls of being married to a recently resigned political leader.
s422	TV Show	The Kominsky Method		Michael Douglas, Alan Arkin, Sarah Baker, Nancy Travis, Susan Sullivan, Lisa Edelstein, Emily Osment, Graham Rogers, Jenna Lyng Adams, Ashleigh LaThrop, Melissa Tang, Casey Thomas Brown, Ann-Margret, Danny DeVito	United States	May 28, 2021	2021	TV-MA	3 Seasons	TV Comedies, TV Dramas	Acting coach Sandy Kominsky and best friend Norman Newlander keep each other laughing as they navigate the ups and downs of getting older.
s423	TV Show	Saint Seiya		Toru Furuya, Hirotaka Suzuoki, Ryo Horikawa, Koichi Hashimoto, Hideyuki Hori, Keiko Han, Yuriko Yamamoto, Kohei Miyauchi, Mami Koyama	Japan	April 1, 2020	1986	TV-14	6 Seasons	Anime Series	A band of young warriors in magical armor vow to defend the reincarnation of Greek goddess Athena against evil forces and to return her to the throne.
s424	Movie	InuYasha: The Movie 2: The Castle Beyond the Looking Glass	Toshiya Shinohara	Kappei Yamaguchi, Satsuki Yukino, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Noriko Hidaka, Kenichi Ogata, Toshiyuki Morikawa, Mieko Harada	Japan	September 1, 2017	2002	TV-14	99 min	Action & Adventure, Anime Features, International Movies	With their biggest foe seemingly defeated, InuYasha and his friends return to everyday life. But the peace is soon shattered by an emerging new enemy.
s425	TV Show	Tiny House Nation			United States	January 17, 2020	2019	TV-PG	2 Seasons	Reality TV	Traveling the U.S., host John Weisbarth and expert Zack Giffin are helping families prep for the tiny lifestyle and create hypercustomized mini homes.
s426	Movie	Bomb Scared	Borja Cobeaga	Javier CÃ¡mara, JuliÃ¡n LÃ³pez, Miren Ibarguren, Gorka Otxoa, Tina SÃ¡inz, RamÃ³n Barea	Spain	October 12, 2017	2017	TV-MA	89 min	Comedies, Independent Movies, International Movies	In this dark comedy, a dysfunctional group of wannabe Basque terrorists awaits word about a new mission while Spain makes a run at the World Cup title.
s427	Movie	Chippa	Safdar Rahman	Sunny Pawar, Chandan Roy Sanyal, Gautam Sarkar, Sumeet Thakur, Mala Mukherjee, Masood Akhtar, Veer Rajwant Singh, Joyraj Bhattacharya	India	June 1, 2020	2020	TV-14	92 min	Comedies, Dramas, Independent Movies	At midnight on his 10th birthday, a boy scours the lesser-known Kolkata streets in search of a father heâ€™s never met, carrying a letter he canâ€™t read.
s428	Movie	She's Dating the Gangster	Cathy Garcia-Molina	Kathryn Bernardo, Daniel Padilla, Richard Gomez, Dawn Zulueta, Sofia Andres, Khalil Ramos, Ian Veneracion, Pamu Pamorada, Igi Boy Flores, Marco Gumabao	Philippines	February 27, 2019	2014	TV-14	113 min	Dramas, International Movies, Romantic Movies	To make another woman jealous, a campus heartthrob asks a fellow student to be his pretend girlfriend, but fate has other plans for the fake couple.
s429	Movie	Uncovered	Zuko Nodada	Nqobile Khumalo, Robert Hobbs, S'Thandiwe Kgoroge, Dumisani Mbebe, Thandeka Nodada, Fezile Makhanya	South Africa	March 3, 2020	2019	TV-MA	98 min	Dramas, International Movies	To solve her sister's murder, a corporate protÃ©gÃ© assumes her sibling's investigation into a mining conspiracy that could implicate her own boss.
s430	TV Show	Mighty Little Bheem				September 25, 2020	2020	TV-Y	3 Seasons	Kids' TV, TV Comedies	An innocent toddlerâ€™s boundless curiosity â€“ and extraordinary might â€“ lead to mischief and adventure in his small Indian town.
s431	TV Show	Hello Ninja		Lukas Engel, Zoey Siewert, Sam Vincent, Mayumi Yoshida	United States	January 19, 2021	2021	TV-Y	4 Seasons	Kids' TV	BFFs Wesley and Georgie and their silly cat sidekick Pretzel transform into ninjas and enter a magic world, where they solve problems and save the day.
s432	Movie	Sillu Karuppatti	Halitha Shameem	Nivedhithaa Sathish, Leela Samson, Samuthirakani, Sunaina, Manikandan	India	January 26, 2020	2019	TV-14	133 min	Comedies, Dramas, Independent Movies	From first crushes to post-marriage relationships, love and connection are at the heart of the four interwoven stories in this anthology film.
s433	Movie	Blood Brothers: Malcolm X & Muhammad Ali	Marcus Clarke	Malcolm X, Muhammad Ali		September 9, 2021	2021	PG-13	96 min	Documentaries, Sports Movies	From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.
s434	TV Show	Operation Proposal		Seung-ho Yoo, Eun-bin Park, Kyung-pyo Go, Ye-won Kim, Hyun Jin Lee, Jin-joo Park	South Korea	July 1, 2016	2012	TV-PG	1 Season	International TV Shows, Korean TV Shows, Romantic TV Shows	On Yi-seul's wedding day, her friend Baek-ho wishes he could turn back time to tell her he loves her. Soon he gets a chance to change everything.
s435	Movie	Honeytrap	Rebecca Johnson	Jessica Sula, Lucien Laviscount, Ntonga Mwanza, Naomi Ryan, Danielle Vitalis, Lauren Johns, Tosin Cole, Savannah Gordon-Liburd, Modupe Adeyeye	United Kingdom	May 20, 2020	2014	TV-MA	94 min	Dramas, Independent Movies	New to London, a naive and desperate teenager tries to fit in but instead becomes tragically implicated in a merciless world of gang violence.
s436	Movie	Max Rose	Daniel Noah	Jerry Lewis, Kerry BishÃ©, Illeana Douglas, Rance Howard, Kevin Pollak, Mort Sahl, Dean Stockwell, Lee Weaver, Claire Bloom	United States	January 15, 2017	2013	TV-14	84 min	Dramas, Independent Movies	An aging jazz musician learns after his wife's death that she may have been unfaithful to him decades before.
s437	Movie	Morris from America	Chad Hartigan	Markees Christmas, Craig Robinson, Lina Keller, Carla Juri, Jakub Gierszal, Levin Henning, Eva Loebau	Germany, United States	November 1, 2018	2016	R	91 min	Dramas, Independent Movies, International Movies	When his father moves from the U.S. to Heidelberg, Germany, an African American teenager struggles to find his place and pursue his hip-hop dreams.
s438	Movie	Roxanne Roxanne	Michael Larnell	ChantÃ© Adams, Mahershala Ali, Nia Long, Elvis Nolasco, Kevin Phillips, Shenell Edmonds	United States	March 23, 2018	2018	TV-MA	100 min	Dramas, Music & Musicals	She grew up in a tough New York neighborhood in the '80s and made history with "Roxanne's Revenge." The story of teen battle rap champ Roxanne Shante.
s439	Movie	Arsenio Hall: Smart & Classy	Brian Volk-Weiss	Arsenio Hall	United States	October 29, 2019	2019	TV-MA	63 min	Stand-Up Comedy	In his first stand-up special, Arsenio Hall discusses getting older, the changing times and culture, social issues and even bothersome baby toes.
s440	Movie	Aelay	Halitha Shameem	P. Samuthirakani, Manikandan, Madhumathi Padmanathan, Akalyadevi B., S I Neelambari	India	March 5, 2021	2021	TV-14	151 min	Comedies, Dramas, Independent Movies	A son stoically returns to his village upon his fatherâ€™s death, recalling their chilly dynamic before a bizarre event disrupts his visit.
s441	Movie	Listen	Philippe Aractingi	Hadi Bou Ayash, Ruba Zarour, Yara Bou Nassar, Rafik Ali Ahmad, Joseph Bou Nassar, Lama Lawand	Lebanon	October 19, 2020	2017	TV-MA	103 min	Dramas, Independent Movies, International Movies	A sound engineer falls for a model but after an unfortunate accident, he fights to save their love by triggering her senses.
s442	TV Show	Samurai Gourmet		Naoto Takenaka, Tetsuji Tamayama, Honami Suzuki	Japan	March 17, 2017	2017	TV-PG	1 Season	International TV Shows, TV Dramas	Recent retiree Takeshi rediscovers his passion for food and life by getting in touch with his inner warrior and eating what he truly desires.
s443	Movie	Twilight	Catherine Hardwicke	Kristen Stewart, Robert Pattinson, Billy Burke, Peter Facinelli, Elizabeth Reaser, Cam Gigandet, Ashley Greene, Anna Kendrick, Nikki Reed, Taylor Lautner, Jackson Rathbone, Kellan Lutz	United States	July 16, 2021	2008	PG-13	122 min	Action & Adventure, Dramas, Romantic Movies	When Bella Swan moves in with her father, she starts school and meets Edward, a mysterious classmate who reveals himself to be a 108-year-old vampire.
s444	Movie	Super Dark Times	Kevin Phillips	Owen Campbell, Charlie Tahan, Elizabeth Cappuccino, Max Talisman, Amy Hargreaves, Sawyer Barth, Adea Lennox, Ethan Botwick	United States	January 1, 2018	2017	TV-MA	104 min	Dramas, Independent Movies, Thrillers	A tragic accident drives a wedge between two teenage boys, threatening a friendship that had seemed firm and unshakeable.
s445	Movie	Kurbaan	Renzil D'Silva	Kareena Kapoor, Saif Ali Khan, Om Puri, Diya Mirza, Vivek Oberoi, Kulbhushan Kharbanda, Kiron Kher, Rupinder Nagra, Nauheed Cyrusi	India	October 1, 2018	2009	TV-14	147 min	International Movies, Thrillers	When a young Indian couple moves to the American suburbs, they are shocked to discover that they've become enmeshed in a secret terrorist plot.
s446	TV Show	How to Live Mortgage Free with Sarah Beeny				September 15, 2018	2018	TV-MA	1 Season	British TV Shows, International TV Shows, Reality TV	Real estate expert and TV presenter Sarah Beeny meets with clever property owners who share their colorful stories about living mortgage free.
s447	Movie	Uppena	Buchi Babu Sana	Panja Vaisshnav Tej, Krithi Shetty, Vijay Sethupathi	India	April 14, 2021	2020	TV-14	145 min	Dramas, International Movies, Romantic Movies	The son of a fishing community falls for a village head's daughter, but they face violent opposition from the girlâ€™s doggedly old-fashioned father.
s448	Movie	Joe Rogan: Strange Times	Anthony Giordano	Joe Rogan		October 2, 2018	2018	TV-MA	64 min	Stand-Up Comedy	Outspoken as ever, comedian Joe Rogan takes on current culture, pro wrestling, pot laws, cats, vegans and more in a stand-up special shot in Boston.
s449	TV Show	Castle of Stars		Chaiyapol Pupart, Jintanutda Lummakanon, Worrawech Danuwong, Ornjira Lamwilai, Yong Armchair, Keerati Mahapreukpong, Akarat Nimitchai, Kornpassorn Duaysianklao, Nattapong Chartpong		September 7, 2018	2015	TV-MA	1 Season	International TV Shows, Romantic TV Shows, TV Comedies	As four couples with different lifestyles go through the ebbs and flows of joy and sorrow, each must learn how to live a good life.
s450	Movie	Ramen Shop	Eric Khoo	Takumi Saitoh, Seiko Matsuda, Mark Lee, Jeanette Aw, Tsuyoshi Ihara, Tetsuya Bessho, Beatrice Chien	Singapore, Japan, France	July 31, 2019	2018	TV-PG	90 min	Dramas, International Movies	Ramen chef Masato travels to Singapore to retrace his mother's life and finds a deeper understanding of his family history and culture.
s451	Movie	Elstree 1976	Jon Spira	Paul Blake, Jeremy Bulloch, John Chapman, Anthony Forrest, Laurie Goode, Garrick Hagon, Derek Lyons, Angus MacInnes, David Prowse, Pam Rose	United Kingdom	September 6, 2016	2015	TV-PG	102 min	Documentaries	Then and now footage of bit players who appeared in "Star Wars" tells the story of how the film and its legions of fans changed their lives forever.
